#,admin4Pcode,admin4Name_eng,admin4Name_ukr,admin4Na_1_rus,admin4ClassType,admin4PoliticalType,admin3Pcode,admin3Name_eng,admin3Name_ukr,admin3Name_rus,admin3PoliticalType,admin2Pcode,admin2Name_eng,admin2Name_ukr,admin2Name_rus,admin2ClassType,admin2PoliticalType,admin1Pcode,admin1Name_eng,admin1Name_ukr,admin1Name_rus,admin1ClassType,Population,Population_source,X Longitude,Y Latitude,IDP location Cluster,IDP estimation
26179,UA4608015024,Tykha,Тиха,Тихая,сільські населені пункти (СНП),,UA4608015,Starosambirska,Старосамбірська,Старосамборская,міська ОТГ,UA4608,Sambirskyi,Самбірський,Самборский,район,,UA46,Lvivska,Львівська,Львовская,область,223,Census 2001,22.78252866,49.40175271,1,223
26220,UA0702013007,Tyshkovychi,Тишковичі,Тишковичи,сільські населені пункти (СНП),,UA0702013,Novovolynska,Нововолинська,Нововолынская,міська ОТГ,UA0702,Volodymyr-Volynskyi,Володимир-Волинський,Владимир-Волынский,район,,UA07,Volynska,Волинська,Волынская,область,585,Census 2001,24.20319394,50.72136957,1,585
26221,UA4614009025,Tyshkovychi,Тишковичі,Тишковичи,сільські населені пункти (СНП),,UA4614009,Shehynivska,Шегинівська,Шегиновская,сільська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,270,Census 2001,22.92572791,49.71543924,1,270
26285,UA4614009026,Tolukovychi,Толуковичі,Толуковичи,сільські населені пункти (СНП),,UA4614009,Shehynivska,Шегинівська,Шегиновская,сільська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,54,Census 2001,23.10232582,49.72094375,1,54
26329,UA5106003007,Topolyne,Тополине,Тополиное,сільські населені пункти (СНП),,UA5106003,Bolhradska,Болградська,Болградская,міська ОТГ,UA5106,Bolhradskyi,Болградський,Болградский,район,,UA51,Odeska,Одеська,Одесская,область,427,Census 2001,28.63219625,45.61955083,1,427
26358,UA2108011009,Topchyno,Топчино,Топчино,сільські населені пункти (СНП),,UA2108011,Solotvynska,Солотвинська,Солотвинская,селищна ОТГ,UA2108,Tiachivskyi,Тячівський,Тячевский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,2238,Census 2001,23.83701274,48.02289797,1,2238
26494,UA5110043002,Troitske,Троїцьке,Троицкое,сільські населені пункти (СНП),,UA5110043,Yaskivska,Яськівська,Яськовская,сільська ОТГ,UA5110,Odeskyi,Одеський,Одесский,район,,UA51,Odeska,Одеська,Одесская,область,5178,Census 2001,30.01965537,46.54129334,1,5178
26508,UA2102011012,Trosnyk,Тросник,Тростник,сільські населені пункти (СНП),,UA2102011,Vynohradivska,Виноградівська,Виноградовская,міська ОТГ,UA2102,Berehivskyi,Берегівський,Береговский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,2222,Census 2001,22.9497447,48.10038885,1,2222
26533,UA0702021022,Trostianka,Тростянка,Тростянка,сільські населені пункти (СНП),,UA0702021,Ustyluzka,Устилузька,Устилугская,міська ОТГ,UA0702,Volodymyr-Volynskyi,Володимир-Волинський,Владимир-Волынский,район,,UA07,Volynska,Волинська,Волынская,область,174,Census 2001,24.19108119,50.87584529,1,174
26578,UA5114015018,Trud-Kutok,Труд-Куток,Труд-Куток,сільські населені пункти (СНП),,UA5114015,Stepanivska,Степанівська,Степановская,сільська ОТГ,UA5114,Rozdilnianskyi,Роздільнянський,Раздельнянский,район,,UA51,Odeska,Одеська,Одесская,область,276,Census 2001,30.00876474,46.75368189,1,276
26622,UA4612011052,Trudoliubivka,Трудолюбівка,Трудолюбовка,сільські населені пункти (СНП),,UA4612011,Sokalska,Сокальська,Сокальская,міська ОТГ,UA4612,Chervonohradskyi,Червоноградський,Червоноградский,район,,UA46,Lvivska,Львівська,Львовская,область,188,Census 2001,24.23321556,50.51788657,1,188
26639,UA4608005036,Trushevychi,Трушевичі,Трушевичи,сільські населені пункти (СНП),,UA4608005,Dobromylska,Добромильська,Добромильская,міська ОТГ,UA4608,Sambirskyi,Самбірський,Самборский,район,,UA46,Lvivska,Львівська,Львовская,область,384,Census 2001,22.78624567,49.64108391,1,384
26646,UA4612011053,Tudorkovychi,Тудорковичі,Тудорковичи,сільські населені пункти (СНП),,UA4612011,Sokalska,Сокальська,Сокальская,міська ОТГ,UA4612,Chervonohradskyi,Червоноградський,Червоноградский,район,,UA46,Lvivska,Львівська,Львовская,область,513,Census 2001,24.17384858,50.58090821,1,513
26695,UA0702021023,Turivka,Турівка,Туровка,сільські населені пункти (СНП),,UA0702021,Ustyluzka,Устилузька,Устилугская,міська ОТГ,UA0702,Volodymyr-Volynskyi,Володимир-Волинський,Владимир-Волынский,район,,UA07,Volynska,Волинська,Волынская,область,149,Census 2001,24.16463375,50.95372208,1,149
26727,UA7306053005,Turiatka,Турятка,Турятка,сільські населені пункти (СНП),,UA7306053,Tarashanska,Тарашанська,Тарашанская,сільська ОТГ,UA7306,Cnernivetskyi,Чернівецький,Черновицкий,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,1908,Census 2001,26.14402512,48.04863849,1,1908
26746,UA4614009027,Tshchenets,Тщенець,Тщенец,сільські населені пункти (СНП),,UA4614009,Shehynivska,Шегинівська,Шегиновская,сільська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,573,Census 2001,23.07871335,49.78849554,1,573
26785,UA4612001002,Uhniv,Угнів,Угнев,міста,місто районного значення,UA4612001,Belzka,Белзька,Белзская,міська ОТГ,UA4612,Chervonohradskyi,Червоноградський,Червоноградский,район,,UA46,Lvivska,Львівська,Львовская,область,1007,Census 2001,23.74714528,50.36616854,1,1007
26793,UA4612011054,Uhryniv,Угринів,Угринов,сільські населені пункти (СНП),,UA4612011,Sokalska,Сокальська,Сокальская,міська ОТГ,UA4612,Chervonohradskyi,Червоноградський,Червоноградский,район,,UA46,Lvivska,Львівська,Львовская,область,437,Census 2001,24.11232068,50.57681316,1,437
26811,UA5110021005,Udobne,Удобне,Удобное,сільські населені пункти (СНП),,UA5110021,Maiakivska,Маяківська,Маяковская,сільська ОТГ,UA5110,Odeskyi,Одеський,Одесский,район,,UA51,Odeska,Одеська,Одесская,область,1937,Census 2001,30.04478648,46.37995565,1,1937
26816,UA2110023001,Uzhhorod,Ужгород,Ужгород,міста,"центр району, центр області, місто обласного значення, центр міської ОТГ",UA2110023,Uzhhorodska,Ужгородська,Ужгородская,міська ОТГ,UA2110,Uzhhorodskyi,Ужгородський,Ужгородский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,116349,Census 2001,22.28308473,48.62164488,1,116349
27003,UA0702021001,Ustyluh,Устилуг,Устилуг,міста,"місто районного значення, центр міської ОТГ",UA0702021,Ustyluzka,Устилузька,Устилугская,міська ОТГ,UA0702,Volodymyr-Volynskyi,Володимир-Волинський,Владимир-Волынский,район,,UA07,Volynska,Волинська,Волынская,область,2205,Census 2001,24.15575595,50.86205172,1,2205
27064,UA2102011013,Fanchykovo,Фанчиково,Фанчиково,сільські населені пункти (СНП),,UA2102011,Vynohradivska,Виноградівська,Виноградовская,міська ОТГ,UA2102,Berehivskyi,Берегівський,Береговский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,2059,Census 2001,22.94333554,48.11620231,1,2059
27092,UA0702001009,Fedorivka,Федорівка,Федоровка,сільські населені пункти (СНП),,UA0702001,Volodymyr-Volynska,Володимир-Волинська,Владимир-Волынская,міська ОТГ,UA0702,Volodymyr-Volynskyi,Володимир-Волинський,Владимир-Волынский,район,,UA07,Volynska,Волинська,Волынская,область,569,Census 2001,24.27771129,50.85297881,1,569
27172,UA2102019012,Fertesholmash,Фертешолмаш,Фертешолмаш,сільські населені пункти (СНП),,UA2102019,Pyiterfolvivska,Пийтерфолвівська,Паятерфолвовский,сільська ОТГ,UA2102,Berehivskyi,Берегівський,Береговский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,1070,Census 2001,22.92657224,47.98158733,1,1070
27207,UA2102019013,Forholan,Форголань,Форголань,сільські населені пункти (СНП),,UA2102019,Pyiterfolvivska,Пийтерфолвівська,Паятерфолвовский,сільська ОТГ,UA2102,Berehivskyi,Берегівський,Береговский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,890,Census 2001,22.95761731,48.05265681,1,890
27211,UA7306003008,Forosna,Форосна,Форосна,сільські населені пункти (СНП),,UA7306003,Vanchykovetska,Ванчиковецька,Ванчиковецкая,сільська ОТГ,UA7306,Cnernivetskyi,Чернівецький,Черновицкий,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,987,Census 2001,26.4376426,48.3184741,1,987
27291,UA4614009028,Khatky,Хатки,Хатки,сільські населені пункти (СНП),,UA4614009,Shehynivska,Шегинівська,Шегиновская,сільська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,83,Census 2001,22.99759438,49.78189636,1,83
27345,UA4608021001,Khyriv,Хирів,Хыров,міста,"місто районного значення, центр міської ОТГ",UA4608021,Khyrivska,Хирівська,Хыровская,міська ОТГ,UA4608,Sambirskyi,Самбірський,Самборский,район,,UA46,Lvivska,Львівська,Львовская,область,4088,Census 2001,22.85143592,49.53405027,1,4088
27352,UA4614009029,Khidnovychi,Хідновичі,Ходновичи,сільські населені пункти (СНП),,UA4614009,Shehynivska,Шегинівська,Шегиновская,сільська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,428,Census 2001,22.95344408,49.71965205,1,428
27378,UA4614011073,Khliany,Хляни,Хляны,сільські населені пункти (СНП),,UA4614011,Yavorivska,Яворівська,Яворовская,міська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,174,Census 2001,23.3941279,50.01990535,1,174
27445,UA2110001010,Kholmets,Холмець,Холмец,сільські населені пункти (СНП),,UA2110001,Baranynska,Баранинська,Баранинская,сільська ОТГ,UA2110,Uzhhorodskyi,Ужгородський,Ужгородский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,901,Census 2001,22.38569621,48.52541056,1,901
27450,UA2102019014,Kholmovets,Холмовець,Холмовец,сільські населені пункти (СНП),,UA2102019,Pyiterfolvivska,Пийтерфолвівська,Паятерфолвовский,сільська ОТГ,UA2102,Berehivskyi,Берегівський,Береговский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,715,Census 2001,23.09702973,48.05798015,1,715
27451,UA2110025001,Kholmok,Холмок,Холмок,сільські населені пункти (СНП),центр сільської ОТГ,UA2110025,Kholmkivska,Холмківська,Холмковская,сільська ОТГ,UA2110,Uzhhorodskyi,Ужгородський,Ужгородский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,1179,Census 2001,22.26848961,48.56503039,1,1179
27504,UA0508013011,Khonkivtsi,Хоньківці,Хоньковцы,сільські населені пункти (СНП),,UA0508013,Yaryshivska,Яришівська,Ярышевская,сільська ОТГ,UA0508,Mohyliv-Podilskyi,Могилів-Подільський,Могилев-Подольский,район,,UA05,Vinnytska,Вінницька,Винницкая,область,956,Census 2001,27.54992688,48.55074641,1,956
27515,UA4612011057,Khorobriv,Хоробрів,Хоробров,сільські населені пункти (СНП),,UA4612011,Sokalska,Сокальська,Сокальская,міська ОТГ,UA4612,Chervonohradskyi,Червоноградський,Червоноградский,район,,UA46,Lvivska,Львівська,Львовская,область,815,Census 2001,24.17715306,50.52898813,1,815
27574,UA0702021024,Khotiachiv,Хотячів,Хотячов,сільські населені пункти (СНП),,UA0702021,Ustyluzka,Устилузька,Устилугская,міська ОТГ,UA0702,Volodymyr-Volynskyi,Володимир-Волинський,Владимир-Волынский,район,,UA07,Volynska,Волинська,Волынская,область,273,Census 2001,24.15778395,50.829786,1,273
27590,UA0702013008,Khreniv,Хренів,Хренов,сільські населені пункти (СНП),,UA0702013,Novovolynska,Нововолинська,Нововолынская,міська ОТГ,UA0702,Volodymyr-Volynskyi,Володимир-Волинський,Владимир-Волынский,район,,UA07,Volynska,Волинська,Волынская,область,343,Census 2001,24.22558656,50.74208053,1,343
27606,UA0702021025,Khrypalychi,Хрипаличі,Хрипаличи,сільські населені пункти (СНП),,UA0702021,Ustyluzka,Устилузька,Устилугская,міська ОТГ,UA0702,Volodymyr-Volynskyi,Володимир-Волинський,Владимир-Волынский,район,,UA07,Volynska,Волинська,Волынская,область,265,Census 2001,24.24524551,50.85120992,1,265
27705,UA4612001024,Tsebliv,Цеблів,Цеблов,сільські населені пункти (СНП),,UA4612001,Belzka,Белзька,Белзская,міська ОТГ,UA4612,Chervonohradskyi,Червоноградський,Червоноградский,район,,UA46,Lvivska,Львівська,Львовская,область,312,Census 2001,24.05790573,50.42056865,1,312
27743,UA2110001011,Tsyhanivtsi,Циганівці,Цыгановцы,сільські населені пункти (СНП),,UA2110001,Baranynska,Баранинська,Баранинская,сільська ОТГ,UA2110,Uzhhorodskyi,Ужгородський,Ужгородский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,416,Census 2001,22.38861696,48.59210978,1,416
27747,UA4614009030,Tsykiv,Циків,Циков,сільські населені пункти (СНП),,UA4614009,Shehynivska,Шегинівська,Шегиновская,сільська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,341,Census 2001,22.88757136,49.72417967,1,341
27763,UA4614011075,Tsipivky,Ціпівки,Цеповки,сільські населені пункти (СНП),,UA4614011,Yavorivska,Яворівська,Яворовская,міська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,103,Census 2001,23.37834565,50.0217933,1,103
27842,UA2110019012,Chaslivtsi,Часлівці,Часловцы,сільські населені пункти (СНП),,UA2110019,Siurtivska,Сюртівська,Сюртивская,сільська ОТГ,UA2110,Uzhhorodskyi,Ужгородський,Ужгородский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,820,Census 2001,22.30136196,48.52957921,1,820
27870,UA2102019015,Chepa,Чепа,Чепа,сільські населені пункти (СНП),,UA2102019,Pyiterfolvivska,Пийтерфолвівська,Паятерфолвовский,сільська ОТГ,UA2102,Berehivskyi,Берегівський,Береговский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,1943,Census 2001,23.01594649,48.06808973,1,1943
27903,UA7306015008,Chervona Dibrova,Червона Діброва,Червоная Диброва,сільські населені пункти (СНП),,UA7306015,Hlybotska,Глибоцька,Глыбокская,селищна ОТГ,UA7306,Cnernivetskyi,Чернівецький,Черновицкий,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,659,Census 2001,25.92573675,48.13515054,1,659
27958,UA2110027008,Chervone,Червоне,Червоное,сільські населені пункти (СНП),,UA2110027,Chopska,Чопська,Чопская,міська ОТГ,UA2110,Uzhhorodskyi,Ужгородський,Ужгородский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,869,Census 2001,22.26405274,48.4233262,1,869
28128,UA7306015009,Cherepkivtsi,Черепківці,Черепковцы,сільські населені пункти (СНП),,UA7306015,Hlybotska,Глибоцька,Глыбокская,селищна ОТГ,UA7306,Cnernivetskyi,Чернівецький,Черновицкий,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,2072,Census 2001,25.96576104,48.0214931,1,2072
28165,UA4614003060,Cherneve,Черневе,Чернево,сільські населені пункти (СНП),,UA4614003,Mostyska,Мостиська,Мостисская,міська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,1078,Census 2001,23.09147874,49.84674105,1,1078
28194,UA4614011076,Chernyliava,Чернилява,Чернилява,сільські населені пункти (СНП),,UA4614011,Yavorivska,Яворівська,Яворовская,міська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,1744,Census 2001,23.33137242,49.97599428,1,1744
28264,UA2102003015,Chetfalva,Четфалва,Четфалва,сільські населені пункти (СНП),,UA2102003,Berehivska,Берегівська,Береговская,міська ОТГ,UA2102,Berehivskyi,Берегівський,Береговский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,755,Census 2001,22.79286915,48.12704592,1,755
28295,UA4608005037,Chyzhky,Чижки,Чижки,сільські населені пункти (СНП),,UA4608005,Dobromylska,Добромильська,Добромильская,міська ОТГ,UA4608,Sambirskyi,Самбірський,Самборский,район,,UA46,Lvivska,Львівська,Львовская,область,513,Census 2001,22.96389157,49.62481823,1,513
28299,UA2102003016,Chykosh-Horonda,Чикош-Горонда,Чикош-Горонда,сільські населені пункти (СНП),,UA2102003,Berehivska,Берегівська,Береговская,міська ОТГ,UA2102,Berehivskyi,Берегівський,Береговский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,80,Census 2001,22.67863644,48.2806876,1,80
28324,UA4614003062,Chyshky,Чишки,Чишки,сільські населені пункти (СНП),,UA4614003,Mostyska,Мостиська,Мостисская,міська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,537,Census 2001,23.10722959,49.7672241,1,537
28355,UA2102003017,Choma,Чома,Чома,сільські населені пункти (СНП),,UA2102003,Berehivska,Берегівська,Береговская,міська ОТГ,UA2102,Berehivskyi,Берегівський,Береговский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,916,Census 2001,22.63222853,48.1350845,1,916
28356,UA2110005005,Chomonyn,Чомонин,Чомонин,сільські населені пункти (СНП),,UA2110005,Velykodobronska,Великодобронська,Великодобронская,сільська ОТГ,UA2110,Uzhhorodskyi,Ужгородський,Ужгородский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,2265,Census 2001,22.45786108,48.40165988,1,2265
28358,UA2110027001,Chop,Чоп,Чоп,міста,"місто обласного значення, центр міської ОТГ",UA2110027,Chopska,Чопська,Чопская,міська ОТГ,UA2110,Uzhhorodskyi,Ужгородський,Ужгородский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,8994,Census 2001,22.20790353,48.43373532,1,8994
28380,UA2102009010,Chornyi Potik,Чорний Потік,Черный Поток,сільські населені пункти (СНП),,UA2102009,Vylotska,Вилоцька,Вилокская,селищна ОТГ,UA2102,Berehivskyi,Берегівський,Береговский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,1074,Census 2001,22.90413435,48.18287806,1,1074
28385,UA0702021026,Chornykiv,Чорників,Черников,сільські населені пункти (СНП),,UA0702021,Ustyluzka,Устилузька,Устилугская,міська ОТГ,UA0702,Volodymyr-Volynskyi,Володимир-Волинський,Владимир-Волынский,район,,UA07,Volynska,Волинська,Волынская,область,203,Census 2001,24.02575539,50.82121127,1,203
28389,UA4606039045,Chornii,Чорнії,Чорнии,сільські населені пункти (СНП),,UA4606039,Rava-Ruska,Рава-Руська,Рава-Русская,міська ОТГ,UA4606,Lvivskyi,Львівський,Львовский,район,,UA46,Lvivska,Львівська,Львовская,область,36,Census 2001,23.50384481,50.21157734,1,36
28402,UA2110007009,Chornoholova,Чорноголова,Черноголова,сільські населені пункти (СНП),,UA2110007,Dubrynytska-Malobereznianska,Дубриницько-Малоберезнянс,Дубриничско-Малоберезнянс,сільська ОТГ,UA2110,Uzhhorodskyi,Ужгородський,Ужгородский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,1336,Census 2001,22.60067753,48.85245078,1,1336
28429,UA2102019016,Chornotysiv,Чорнотисів,Чернотисов,сільські населені пункти (СНП),,UA2102019,Pyiterfolvivska,Пийтерфолвівська,Паятерфолвовский,сільська ОТГ,UA2102,Berehivskyi,Берегівський,Береговский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,2232,Census 2001,23.05124394,48.07603988,1,2232
28509,UA4606039046,Shabelnia,Шабельня,Шабельня,сільські населені пункти (СНП),,UA4606039,Rava-Ruska,Рава-Руська,Рава-Русская,міська ОТГ,UA4606,Lvivskyi,Львівський,Львовский,район,,UA46,Lvivska,Львівська,Львовская,область,864,Census 2001,23.63396011,50.24234324,1,864
28512,UA4614011079,Shavari,Шаварі,Шавары,сільські населені пункти (СНП),,UA4614011,Yavorivska,Яворівська,Яворовская,міська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,187,Census 2001,23.37291941,50.12606663,1,187
28521,UA2102009011,Shalanky,Шаланки,Шаланки,сільські населені пункти (СНП),,UA2102009,Vylotska,Вилоцька,Вилокская,селищна ОТГ,UA2102,Berehivskyi,Берегівський,Береговский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,3110,Census 2001,22.88374357,48.22688728,1,3110
28587,UA0702019018,Shakhtarske,Шахтарське,Шахтерское,сільські населені пункти (СНП),,UA0702019,Poromivska,Поромівська,Поромовская,сільська ОТГ,UA0702,Volodymyr-Volynskyi,Володимир-Волинський,Владимир-Волынский,район,,UA07,Volynska,Волинська,Волынская,область,116,Census 2001,24.15064962,50.73210005,1,116
28606,UA7304017025,Shebutyntsi,Шебутинці,Шебутинцы,сільські населені пункти (СНП),,UA7304017,Sokyrianska,Сокирянська,Сокирянская,міська ОТГ,UA7304,Dnistrovskyi,Дністровський,Днестровский,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,1641,Census 2001,27.17244144,48.51847324,1,1641
28760,UA4614009001,Shehyni,Шегині,Шегини,сільські населені пункти (СНП),центр сільської ОТГ,UA4614009,Shehynivska,Шегинівська,Шегиновская,сільська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,1100,Census 2001,22.98459565,49.79862372,1,1100
28888,UA5114015019,Shyroke,Широке,Широкое,сільські населені пункти (СНП),,UA5114015,Stepanivska,Степанівська,Степановская,сільська ОТГ,UA5114,Rozdilnianskyi,Роздільнянський,Раздельнянский,район,,UA51,Odeska,Одеська,Одесская,область,100,Census 2001,30.03654212,46.89657565,1,100
28911,UA0702005029,Shystiv,Шистів,Шистов,сільські населені пункти (СНП),,UA0702005,Zymnivska,Зимнівська,Зимневская,сільська ОТГ,UA0702,Volodymyr-Volynskyi,Володимир-Волинський,Владимир-Волынский,район,,UA07,Volynska,Волинська,Волынская,область,158,Census 2001,24.30621567,50.80834446,1,158
28912,UA4612011059,Shykhtari,Шихтарі,Шихтари,сільські населені пункти (СНП),,UA4612011,Sokalska,Сокальська,Сокальская,міська ОТГ,UA4612,Chervonohradskyi,Червоноградський,Червоноградский,район,,UA46,Lvivska,Львівська,Львовская,область,25,Census 2001,24.16082363,50.61633256,1,25
28928,UA7304001004,Shyshkivtsi,Шишківці,Шишковцы,сільські населені пункти (СНП),,UA7304001,Vashkovetska,Вашковецька,Вашковецкая,сільська ОТГ,UA7304,Dnistrovskyi,Дністровський,Днестровский,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,1446,Census 2001,27.15151738,48.44044115,1,1446
28930,UA2110025010,Shyshlivtsi,Шишлівці,Шишловцы,сільські населені пункти (СНП),,UA2110025,Kholmkivska,Холмківська,Холмковская,сільська ОТГ,UA2110,Uzhhorodskyi,Ужгородський,Ужгородский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,339,Census 2001,22.20093426,48.57226893,1,339
28962,UA0508005020,Shlyshkivtsi,Шлишківці,Шлишковцы,сільські населені пункти (СНП),,UA0508005,Mohyliv-Podilska,Могилів-Подільська,Могилев-Подольская,міська ОТГ,UA0508,Mohyliv-Podilskyi,Могилів-Подільський,Могилев-Подольский,район,,UA05,Vinnytska,Вінницька,Винницкая,область,333,Census 2001,27.9155295,48.43585117,1,333
29006,UA2102017008,Shom,Шом,Шом,сільські населені пункти (СНП),,UA2102017,Kosonska,Косоньська,Косоньская,сільська ОТГ,UA2102,Berehivskyi,Берегівський,Береговский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,1091,Census 2001,22.43748372,48.289827,1,1091
29107,UA4614011080,Shutova,Шутова,Шутова,сільські населені пункти (СНП),,UA4614011,Yavorivska,Яворівська,Яворовская,міська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,433,Census 2001,23.28916193,49.89112531,1,433
29147,UA4614011081,Shcheploty,Щеплоти,Щеплоты,сільські населені пункти (СНП),,UA4614011,Yavorivska,Яворівська,Яворовская,міська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,280,Census 2001,23.34372842,50.07415896,1,280
29169,UA7306003010,Shcherbyntsi,Щербинці,Щербинцы,сільські населені пункти (СНП),,UA7306003,Vanchykovetska,Ванчиковецька,Ванчиковецкая,сільська ОТГ,UA7306,Cnernivetskyi,Чернівецький,Черновицкий,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,835,Census 2001,26.43623724,48.30393368,1,835
29264,UA0508013012,Yurkivtsi,Юрківці,Юрковцы,сільські населені пункти (СНП),,UA0508013,Yaryshivska,Яришівська,Ярышевская,сільська ОТГ,UA0508,Mohyliv-Podilskyi,Могилів-Подільський,Могилев-Подольский,район,,UA05,Vinnytska,Вінницька,Винницкая,область,1527,Census 2001,27.695877,48.50030513,1,1527
29369,UA4614011001,Yavoriv,Яворів,Яворов,міста,центр району; місто районного значення; центр міської ОТГ,UA4614011,Yavorivska,Яворівська,Яворовская,міська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,12905,Census 2001,23.38591181,49.94149021,1,12905
29444,UA5114015020,Yakovlivka,Яковлівка,Яковлевка,сільські населені пункти (СНП),,UA5114015,Stepanivska,Степанівська,Степановская,сільська ОТГ,UA5114,Rozdilnianskyi,Роздільнянський,Раздельнянский,район,,UA51,Odeska,Одеська,Одесская,область,887,Census 2001,29.9575509,46.86656291,1,887
29501,UA2102003018,Yanoshi,Яноші,Яноши,сільські населені пункти (СНП),,UA2102003,Berehivska,Берегівська,Береговская,міська ОТГ,UA2102,Berehivskyi,Берегівський,Береговский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,2030,Census 2001,22.62552588,48.25272322,1,2030
29524,UA0508013001,Yaryshiv,Яришів,Ярышев,сільські населені пункти (СНП),центр сільської ОТГ,UA0508013,Yaryshivska,Яришівська,Ярышевская,сільська ОТГ,UA0508,Mohyliv-Podilskyi,Могилів-Подільський,Могилев-Подольский,район,,UA05,Vinnytska,Вінницька,Винницкая,область,1596,Census 2001,27.63249776,48.51523094,1,1596
29528,UA7304019011,Yarivka,Ярівка,Яровка,сільські населені пункти (СНП),,UA7304019,Khotynska,Хотинська,Хотинская,міська ОТГ,UA7304,Dnistrovskyi,Дністровський,Днестровский,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,1207,Census 2001,26.52845742,48.35782981,1,1207
29549,UA2110001012,Yarok,Ярок,Ярок,сільські населені пункти (СНП),,UA2110001,Baranynska,Баранинська,Баранинская,сільська ОТГ,UA2110,Uzhhorodskyi,Ужгородський,Ужгородский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,724,Census 2001,22.43649969,48.64180433,1,724
29684,UA5110043001,Yasky,Яськи,Яськи,сільські населені пункти (СНП),центр сільської ОТГ,UA5110043,Yaskivska,Яськівська,Яськовская,сільська ОТГ,UA5110,Odeskyi,Одеський,Одесский,район,,UA51,Odeska,Одеська,Одесская,область,4145,Census 2001,30.0843795,46.50164783,1,4145
